gene_id,gene_short_name,cell_group,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value,partition_assignment
ENSG00000100906,NFKBIA,6,0.277436686328288,6.8333418943367015,0.9730941704035875,0.28510774677976136,0.32906450149941935,6.802562184788741e-122,2.72573224694737e-116,Sen. Tc/NK
ENSG00000170345,FOS,6,0.25093072819149553,24.712167539989977,0.9035874439461884,0.2777049746238387,0.17871708826306573,6.791450379494125e-67,2.7212798354602597e-61,Sen. Tc/NK
ENSG00000008517,IL32,6,0.3734212662005948,7.167977306481514,0.9910313901345291,0.3768006441752608,0.5725044626954067,1.6971455525253305e-211,6.800326457324797e-206,Sen. Tc/NK
ENSG00000099860,GADD45B,6,0.3245112207811793,4.674206769240013,0.8565022421524664,0.37887959284923023,0.27949052941075664,9.831950641806795e-104,3.939583966566848e-98,Sen. Tc/NK
ENSG00000171223,JUNB,6,0.2694324906863074,14.073111782076895,0.9910313901345291,0.27187079376944145,0.32931830755777936,5.490699118195308e-122,2.2000792110679143e-116,Sen. Tc/NK
ENSG00000160888,IER2,6,0.32340856737241125,9.141684351080883,0.9506726457399103,0.3401892005851307,0.2800480066171687,6.145722546246889e-104,2.4625418585007583e-98,Sen. Tc/NK
ENSG00000132002,DNAJB1,6,0.2869585242708827,2.4085421684501567,0.8452914798206278,0.3394787846812034,0.2874190429184123,1.230453727983294e-106,4.9303296517308205e-101,Sen. Tc/NK
ENSG00000198821,CD247,7,0.2835982724227261,2.1128164557760485,0.7585046193511423,0.37389129240284436,0.1970410332226442,1.1477473042667837e-272,4.598931628412661e-267,Tc/NK
ENSG00000115523,GNLY,7,0.43270600041284896,33.54305217327459,0.8663610971854186,0.49945225128251713,0.35293907576596895,0,0,Tc/NK
ENSG00000159674,SPON2,7,0.18724660951256353,1.3600196168450456,0.4360810714029936,0.42938485935686066,0.08791576496971004,6.784107971537121e-122,2.718337791331152e-116,Tc/NK
ENSG00000137441,FGFBP2,7,0.3584294641895367,2.426295945870282,0.6651865644918714,0.5388405047888136,0.2188578473084704,4.5227167003057815e-303,1.8122164000789243e-297,Tc/NK
ENSG00000206503,HLA-A,7,0.18631682545331607,15.101002729734324,0.9982811716679797,0.18663762348838886,0.2590570928049833,0,0,Tc/NK
