pt_cycle_day,n_cells,running_total,load_norm_fac,norm_cells
11_1_minus7,5164,5164,0.9159324167312161,4729.875
11_1_plus1,4251,9415,1.112649964714185,4729.875
15_1_minus7,3535,12950,1.338012729844413,4729.875
15_1_plus1,4765,17715,0.9926285414480588,4729.875
17_1_minus7,6827,24542,0.6928189541526293,4729.875
17_1_plus1,3368,27910,1.4043571852731591,4729.875
22_1_minus7,4957,32867,0.9541809562235223,4729.875
22_1_plus1,4972,37839,0.9513022928399034,4729.875
